1302|Aquisição de serviço de comunicação por estabelecimento industrial|Classificam-se neste código as aquisições de serviços de comunicação utilizados por estabelecimento industrial. Também serão classificadas neste código as aquisições de serviços de comunicação utilizados por estabelecimento industrial de cooperativa.
1303|Aquisição de serviço de comunicação por estabelecimento comercial|Classificam-se neste código as aquisições de serviços de comunicação utilizados por estabelecimento comercial. Também serão classificadas neste código as aquisições de serviços de comunicação utilizados por estabelecimento comercial de cooperativa.
1304|Aquisição de serviço de comunicação por estabelecimento de prestador de serviço de transporte|Classificam-se neste código as aquisições de serviços de comunicação utilizados por estabelecimento prestador de serviço de transporte.
1305|Aquisição de serviço de comunicação por estabelecimento de geradora ou de distribuidora de energia elétrica|Classificam-se neste código as aquisições de serviços de comunicação utilizados por estabelecimento de geradora ou de distribuidora de energia elétrica.
1306|Aquisição de serviço de comunicação por estabelecimento de produtor rural|Classificam-se neste código as aquisições de serviços de comunicação utilizados por estabelecimento de produtor rural.
1350|AQUISIÇÕES DE SERVIÇOS DE TRANSPORTE| Início
1351|Aquisição de serviço de transporte para execução de serviço da mesma natureza|Classificam-se neste código as aquisições de serviços de transporte utilizados nas prestações de serviços da mesma natureza.
1352|Aquisição de serviço de transporte por estabelecimento industrial|Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento industrial. Também serão classificadas neste código as aquisições de serviços de transporte utilizados por estabelecimento industrial de cooperativa.
1353|Aquisição de serviço de transporte por estabelecimento comercial|Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento comercial. Também serão classificadas neste código as aquisições de serviços de transporte utilizados por estabelecimento comercial de cooperativa.
1354|Aquisição de serviço de transporte por estabelecimento de prestador de serviço de comunicação|Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento prestador de serviços de comunicação.
1355|Aquisição de serviço de transporte por estabelecimento de geradora ou de distribuidora de energia elétrica|Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento de geradora ou de distribuidora de energia elétrica.
1356|Aquisição de serviço de transporte por estabelecimento de produtor rural|Classificam-se neste código as aquisições de serviços de transporte utilizados por estabelecimento de produtor rural.
1360|Aquisição de serviço de transporte por contribuinte-substituto em relação ao serviço de transporte |Aquisição de serviço de transporte quando o adquirente for contribuinte-substituto em relação ao imposto incidente na prestação dos serviços
1400|ENTRADAS DE MERCADORIAS SUJEITAS AO REGIME DE SUBSTITUIÇÃO TRIBUTÁRIA| Início
1401|Compra para industrialização ou produção rural de mercadoria sujeita ao regime de substituição tributária|Compra de mercadoria sujeita ao regime de substituição tributária, a ser utilizada em processo de industrialização ou produção rural, bem como compra, por estabelecimento industrial ou produtor rural de cooperativa, de mercadoria sujeita ao mencionado regime.
1403|Compra para comercialização em operação com mercadoria sujeita ao regime de substituição tributária|Classificam-se neste código as compras de mercadorias a serem comercializadas, decorrentes de operações com mercadorias sujeitas ao regime de substituição tributária. Também serão classificadas neste código as compras de mercadorias sujeitas ao regime de substituição tributária em estabelecimento comercial de cooperativa.
1406|Compra de bem para o ativo imobilizado cuja mercadoria está sujeita ao regime de substituição tributária|Classificam-se neste código as compras de bens destinados ao ativo imobilizado do estabelecimento, em operações com mercadorias sujeitas ao regime de substituição tributária.
1407|Compra de mercadoria para uso ou consumo cuja mercadoria está sujeita ao regime de substituição tributária|Classificam-se neste código as compras de mercadorias destinadas ao uso ou consumo do estabelecimento, em operações com mercadorias sujeitas ao regime de substituição tributária.
1408|Transferência para industrialização ou produção rural de mercadoria sujeita ao regime de substituição tributária |Mercadoria sujeita ao regime de substituição tributária, recebida em transferência de outro estabelecimento da mesma empresa, para ser industrializada ou consumida na produção rural no estabelecimento.
1409|Transferência para comercialização em operação com mercadoria sujeita ao regime de substituição tributária|Classificam-se neste código as mercadorias recebidas em transferência de outro estabelecimento da mesma empresa, para serem comercializadas, decorrentes de operações sujeitas ao regime de substituição tributária.
1410|Devolução de venda de mercadoria, de produção do estabelecimento, sujeita ao regime de substituição tributária|Devolução de produto industrializado ou produzido pelo estabelecimento, cuja saída tenha sido classificada como "Venda de mercadoria de produção do estabelecimento sujeita ao regime de substituição tributária".
1411|Devolução de venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária|Classificam-se neste código as devoluções de vendas de mercadorias adquiridas ou recebidas de terceiros, cujas saídas tenham sido classificadas como Venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária.
1414|Retorno de mercadoria de produção do estabelecimento, remetida para venda fora do estabelecimento, sujeita ao regime de substituição tributária|Entrada, em retorno, de produto industrializado ou produzido pelo próprio estabelecimento, remetido para venda fora do estabelecimento, inclusive por meio de veículo, sujeito ao regime de substituição tributária e não comercializado.
1415|Retorno de mercadoria adquirida ou recebida de terceiros, remetida para venda fora do estabelecimento em operação com mercadoria sujeita ao regime de substituição tributária|Classificam-se neste código as entradas, em retorno, de mercadorias adquiridas ou recebidas de terceiros remetidas para vendas fora do estabelecimento, inclusive por meio de veículos, em operações com mercadorias sujeitas ao regime de substituição tributária, e não comercializadas.
1450|SISTEMAS DE INTEGRAÇÃO| 
1451|Retorno de animal do estabelecimento produtor|Classificam-se neste código as entradas referentes ao retorno de animais criados pelo produtor no sistema integrado.
1452|Retorno de insumo não utilizado na produção|Classificam-se neste código o retorno de insumos não utilizados pelo produtor na criação de animais pelo sistema integrado.
1500|ENTRADAS DE MERCADORIAS REMETIDAS PARA FORMAÇÃO DE LOTE OU COM FIM ESPECÍFICO DE EXPORTAÇÃO E EVENTUAIS DEVOLUÇÕES | Início
1501|Entrada de mercadoria recebida com fim específico de exportação|Classificam-se neste código as entradas de mercadorias em estabelecimento de trading company, empresa comercial exportadora ou outro estabelecimento do remetente, com fim específico de exportação.
1503|Entrada decorrente de devolução de produto, de fabricação do estabelecimento, remetido com fim específico de exportação|Devolução de produto industrializado ou produzido pelo estabelecimento, remetido a "trading company", a empresa comercial exportadora ou a outro estabelecimento do remetente, com fim específico de exportação, cuja saída tenha sido classificada no código "5.501 – Remessa de produção do estabelecimento com fim específico de exportação".
1504|Entrada decorrente de devolução de mercadoria remetida com fim específico de exportação, adquirida ou recebida de terceiros|Devolução de mercadoria, adquirida ou recebida de terceiro, remetida a trading company, a empresa comercial exportadora ou a outro estabelecimento do remetente, com fim específico de exportação, cuja saída tenha sido classificada no código “5.502 - Remessa de mercadoria adquirida ou recebida de terceiros, com fim específico de exportação”.
1505|Entrada decorrente de devolução simbólica de mercadoria remetida para formação de lote de exportação, de produto industrializado ou produzido pelo próprio estabelecimento.|Devolução simbólica de mercadoria remetida para formação de lote de exportação, cuja saída tenha sido classificada no código "5.504 – Remessa de mercadoria para formação de lote de exportação, de produto industrializado ou produzido pelo próprio estabelecimento".
1506|Entrada decorrente de devolução simbólica de mercadoria, adquirida ou recebida de terceiros, remetida para formação de lote de exportação.|Devolução simbólica de mercadoria remetida para formação de lote de exportação em armazéns alfandegados, entrepostos aduaneiros ou outros estabelecimentos que venham a ser regulamentados pela legislação tributária de cada Unidade Federada, efetuada pelo estabelecimento depositário, cuja saída tenha sido classificada no código "5.505 – Remessa de mercadoria, adquirida ou recebida de terceiros, para formação de lote de exportação".
1550|OPERAÇÕES COM BENS DE ATIVO IMOBILIZADO E MATERIAIS PARA USO OU CONSUMO| Início
1551|Compra de bem para o ativo imobilizado|Classificam-se neste código as compras de bens destinados ao ativo imobilizado do estabelecimento.
1552|Transferência de bem do ativo imobilizado|Classificam-se neste código as entradas de bens destinados ao ativo imobilizado recebidos em transferência de outro estabelecimento da mesma empresa.
1553|Devolução de venda de bem do ativo imobilizado|Classificam-se neste código as devoluções de vendas de bens do ativo imobilizado, cujas saídas tenham sido classificadas no código 5.551 - Venda de bem do ativo imobilizado.
1554|Retorno de bem do ativo imobilizado remetido para uso fora do estabelecimento|Classificam-se neste código as entradas por retorno de bens do ativo imobilizado remetidos para uso fora do estabelecimento, cujas saídas tenham sido classificadas no código 5.554 - Remessa de bem do ativo imobilizado para uso fora do estabelecimento.
1555|Entrada de bem do ativo imobilizado de terceiro, remetido para uso no estabelecimento|Classificam-se neste código as entradas de bens do ativo imobilizado de terceiros, remetidos para uso no estabelecimento.
1556|Compra de material para uso ou consumo|Classificam-se neste código as compras de mercadorias destinadas ao uso ou consumo do estabelecimento.
1557|Transferência de material para uso ou consumo|Classificam-se neste código as entradas de materiais para uso ou consumo recebidos em transferência de outro estabelecimento da mesma empresa.
1600|CRÉDITOS E RESSARCIMENTOS DE ICMS| Início
1601|Recebimento, por transferência, de crédito de ICMS|Classificam-se neste código os lançamentos destinados ao registro de créditos de ICMS, recebidos por transferência de outras empresas.
1602|Recebimento, por transferência, de saldo credor do ICMS, de outro estabelecimento da mesma empresa, para compensação de saldo devedor do imposto.|Lançamento destinado ao registro da transferência de saldo credor do ICMS, recebido de outro estabelecimento da mesma empresa, destinado à compensação do saldo devedor do estabelecimento, inclusive no caso de apuração centralizada do imposto.
1603|Ressarcimento de ICMS retido por substituição tributária|Lançamento destinado ao registro de ressarcimento de ICMS retido por substituição tributária à contribuinte substituído, efetuado pelo contribuinte substituto, ou, ainda, quando o ressarcimento for apropriado pelo próprio contribuinte substituído, nas hipóteses previstas na legislação aplicável.
1604|Lançamento do crédito relativo à compra de bem para o ativo imobilizado|Lançamento destinado ao registro da apropriação de crédito de bem do ativo imobilizado. 
1605|Recebimento, por transferência, de saldo devedor do ICMS de outro estabelecimento da mesma empresa|Lançamento destinado ao registro da transferência de saldo devedor do ICMS, recebido de outro estabelecimento da mesma empresa, para efetivação da apuração centralizada do imposto. 
1650|ENTRADAS DE COMBUSTÍVEIS, DERIVADOS OU NÃO DE PETRÓLEO, E LUBRIFICANTES |Início
1651|Compra de combustível ou lubrificante para industrialização subseqüente|Compra de combustível ou lubrificante a ser utilizados em processo de industrialização do próprio produto. 
1652|Compra de combustível ou lubrificante para comercialização|Compra de combustível ou lubrificante a ser comercializados. 
1653|Compra de combustível ou lubrificante por consumidor ou usuário final|Compra de combustível ou lubrificante, a ser consumidos em processo de industrialização de outros produtos, na produção rural, na prestação de serviço ou por usuário final.
1658|Transferência de combustível ou lubrificante para industrialização|Entrada de combustível ou lubrificante, recebidos em transferência de outro estabelecimento da mesma empresa, para ser utilizados em processo de industrialização do próprio produto.
1659|Transferência de combustível ou lubrificante para comercialização|Entrada de combustível ou lubrificante, recebidos em transferência de outro estabelecimento da mesma empresa, para ser comercializados. .
1660|Devolução de venda de combustível ou lubrificante destinados à industrialização subseqüente|Devolução de venda de combustível ou lubrificante, cuja saída tenha sido classificada como "Venda de combustível ou lubrificante destinados à industrialização subseqüente". 
1661|Devolução de venda de combustível ou lubrificante destinados à comercialização|Devolução de venda de combustível ou lubrificante, cuja saída tenha sido classificada como "Venda de combustível ou lubrificante para comercialização".
1662|Devolução de venda de combustível ou lubrificante destinados a consumidor ou usuário final|Devolução de venda de combustível ou lubrificante, cuja saída tenha sido classificada como "Venda de combustível ou lubrificante por consumidor ou usuário final".
1663|Entrada de combustível ou lubrificante para armazenagem|Entrada de combustível ou lubrificante para armazenagem.
1664|Retorno de combustível ou lubrificante remetidos para armazenagem|Entrada, ainda que simbólica, por retorno de combustível ou lubrificante, remetidos para armazenagem.
1900|OUTRAS ENTRADAS DE MERCADORIAS OU AQUISIÇÕES DE SERVIÇOS| Início
1901|Entrada para industrialização por encomenda|Classificam-se neste código as entradas de insumos recebidos para industrialização por encomenda de outra empresa ou de outro estabelecimento da mesma empresa.
1902|Retorno de mercadoria remetida para industrialização por encomenda|Classificam-se neste código o retorno dos insumos remetidos para industrialização por encomenda, incorporados ao produto final pelo estabelecimento industrializador.
1903|Entrada de mercadoria remetida para industrialização e não aplicada no referido processo|Classificam-se neste código as entradas em devolução de insumos remetidos para industrialização e não aplicados no referido processo.
1904|Retorno de remessa para venda fora do estabelecimento|Classificam-se neste código as entradas em retorno de mercadorias remetidas para venda fora do estabelecimento, inclusive por meio de veículos, e não comercializadas.
1905|Entrada de mercadoria recebida para depósito em depósito fechado ou armazém geral|Classificam-se neste código as entradas de mercadorias recebidas para depósito em depósito fechado ou armazém geral.
1906|Retorno de mercadoria remetida para depósito fechado ou armazém geral|Classificam-se neste código as entradas em retorno de mercadorias remetidas para depósito em depósito fechado ou armazém geral.
1907|Retorno simbólico de mercadoria remetida para depósito fechado ou armazém geral|Classificam-se neste código as entradas em retorno simbólico de mercadorias remetidas para depósito em depósito fechado ou armazém geral, quando as mercadorias depositadas tenham sido objeto de saída a qualquer título e que não tenham retornado ao estabelecimento depositante.
1908|Entrada de bem por conta de contrato de comodato|Classificam-se neste código as entradas de bens recebidos em cumprimento de contrato de comodato.
1909|Retorno de bem remetido por conta de contrato de comodato|Classificam-se neste código as entradas de bens recebidos em devolução após cumprido o contrato de comodato.
1910|Entrada de bonificação, doação ou brinde|Classificam-se neste código as entradas de mercadorias recebidas a título de bonificação, doação ou brinde.
1911|Entrada de amostra grátis|Classificam-se neste código as entradas de mercadorias recebidas a título de amostra grátis.
1912|Entrada de mercadoria ou bem recebido para demonstração|Classificam-se neste código as entradas de mercadorias ou bens recebidos para demonstração.
1913|Retorno de mercadoria ou bem remetido para demonstração|Classificam-se neste código as entradas em retorno de mercadorias ou bens remetidos para demonstração.
1914|Retorno de mercadoria ou bem remetido para exposição ou feira|Classificam-se neste código as entradas em retorno de mercadorias ou bens remetidos para exposição ou feira.
1915|Entrada de mercadoria ou bem recebido para conserto ou reparo|Classificam-se neste código as entradas de mercadorias ou bens recebidos para conserto ou reparo.
1916|Retorno de mercadoria ou bem remetido para conserto ou reparo|Classificam-se neste código as entradas em retorno de mercadorias ou bens remetidos para conserto ou reparo.
1917|Entrada de mercadoria recebida em consignação mercantil ou industrial|Classificam-se neste código as entradas de mercadorias recebidas a título de consignação mercantil ou industrial.
1918|Devolução de mercadoria remetida em consignação mercantil ou industrial|Classificam-se neste código as entradas por devolução de mercadorias remetidas anteriormente a título de consignação mercantil ou industrial.
1919|Devolução simbólica de mercadoria vendida ou utilizada em processo industrial, remetida anteriormente em consignação mercantil ou industrial|Classificam-se neste código as entradas por devolução simbólica de mercadorias vendidas ou utilizadas em processo industrial, remetidas anteriormente a título de consignação mercantil ou industrial.
1920|Entrada de vasilhame ou sacaria|Classificam-se neste código as entradas de vasilhame ou sacaria.
1921|Retorno de vasilhame ou sacaria|Classificam-se neste código as entradas em retorno de vasilhame ou sacaria.
1922|Lançamento efetuado a título de simples faturamento decorrente de compra para recebimento futuro|Classificam-se neste código os registros efetuados a título de simples faturamento decorrente de compra para recebimento futuro.
1923|Entrada de mercadoria recebida do vendedor remetente, em venda à ordem|Classificam-se neste código as entradas de mercadorias recebidas do vendedor remetente, em vendas à ordem, cuja compra do adquirente originário, foi classificada nos códigos 1.120 - Compra para industrialização, em venda à ordem, já recebida do vendedor remetente ou 1.121 - Compra para comercialização, em venda à ordem, já recebida do vendedor remetente.
1924|Entrada para industrialização por conta e ordem do adquirente da mercadoria, quando esta não transitar pelo estabelecimento do adquirente|Classificam-se neste código as entradas de insumos recebidos para serem industrializados por conta e ordem do adquirente, nas hipóteses em que os insumos não tenham transitado pelo estabelecimento do adquirente dos mesmos.
1925|Retorno de mercadoria remetida para industrialização por conta e ordem do adquirente da mercadoria, quando esta não transitar pelo estabelecimento do adquirente|Classificam-se neste código o retorno dos insumos remetidos por conta e ordem do adquirente, para industrialização e incorporados ao produto final pelo estabelecimento industrializador, nas hipóteses em que os insumos não tenham transitado pelo estabelecimento do adquirente.
1926|Lançamento efetuado a título de reclassificação de mercadoria decorrente de formação de kit ou de sua desagregação|Classificam-se neste código os registros efetuados a título de reclassificação decorrente de formação de kit de mercadorias ou de sua desagregação.
1931|Lançamento efetuado pelo tomador do serviço de transporte, quando a responsabilidade de retenção do imposto for atribuída ao remetente ou alienante da mercadoria, pelo serviço de transporte realizado por transportador autônomo ou por transportador não-inscrito na Unidade da Federação onde se tenha iniciado o serviço.|Lançamento efetuado pelo tomador do serviço de transporte realizado por transportador autônomo ou por transportador não-inscrito na Unidade da Federação onde se tenha iniciado o serviço, quando a responsabilidade pela retenção do imposto for atribuída ao remetente ou alienante da mercadoria.
1932|Aquisição de serviço de transporte iniciado em Unidade da Federação diversa daquela onde esteja inscrito o prestador|Aquisição de serviço de transporte que tenha sido iniciado em Unidade da Federação diversa daquela onde o prestador esteja inscrito como contribuinte. 
1933|Aquisição de serviço tributado pelo Imposto sobre Serviços de Qualquer Natureza |Aquisição de serviço, cujo imposto é de competência municipal, desde que informado em Nota Fiscal modelo 1 ou 1-A. 
1934|Entrada simbólica de mercadoria recebida para depósito fechado ou armazém geral
1949|Outra entrada de mercadoria ou prestação de serviço não especificada|Classificam-se neste código as outras entradas de mercadorias ou prestações de serviços que não tenham sido especificadas nos códigos anteriores.
2000|ENTRADAS OU AQUISIÇÕES DE SERVIÇOS DE OUTROS ESTADOS|Classificam-se, neste grupo, as operações ou prestações em que o estabelecimento remetente esteja localizado em unidade da Federação diversa daquela do destinatário
2100|COMPRAS PARA INDUSTRIALIZAÇÃO, PRODUÇÃO RURAL, COMERCIALIZAÇÃO OU PRESTAÇÃO DE SERVIÇOS | Início
2101|Compra para industrialização ou produção rural |Compra de mercadoria a ser utilizada em processo de industrialização ou produção rural, bem como a entrada de mercadoria em estabelecimento industrial ou produtor rural de cooperativa, recebida de seus cooperados ou de estabelecimento de outra cooperativa.
2102|Compra para comercialização|Classificam-se neste código as compras de mercadorias a serem comercializadas. Também serão classificadas neste código as entradas de mercadorias em estabelecimento comercial de cooperativa recebidas de seus cooperados ou de estabelecimento de outra cooperativa.
2111|Compra para industrialização de mercadoria recebida anteriormente em consignação industrial|Classificam-se neste código as compras efetivas de mercadorias a serem utilizadas em processo de industrialização, recebidas anteriormente a título de consignação industrial.
2113|Compra para comercialização, de mercadoria recebida anteriormente em consignação mercantil|Classificam-se neste código as compras efetivas de mercadorias recebidas anteriormente a título de consignação mercantil.
2116|Compra para industrialização ou produção rural originada de encomenda para recebimento futuro |Compra de mercadoria a ser utilizada em processo de industrialização ou produção rural, quando da entrada real da mercadoria, cuja aquisição tenha sido classificada no código "2.922 – Lançamento efetuado a título de simples faturamento decorrente de compra para recebimento futuro".
2117|Compra para comercialização originada de encomenda para recebimento futuro|Classificam-se neste código as compras de mercadorias a serem comercializadas, quando da entrada real da mercadoria, cuja aquisição tenha sido classificada no código 2.922 - Lançamento efetuado a título de simples faturamento decorrente de compra para recebimento futuro.
2118|Compra de mercadoria para comercialização pelo adquirente originário, entregue pelo vendedor remetente ao destinatário, em venda à ordem|Classificam-se neste código as compras de mercadorias já comercializadas, que, sem transitar pelo estabelecimento do adquirente originário, sejam entregues pelo vendedor remetente diretamente ao destinatário, em operação de venda à ordem, cuja venda seja classificada, pelo adquirente originário, no código 6.120 - Venda de mercadoria adquirida ou recebida de terceiros entregue ao destinatário pelo vendedor remetente, em venda à ordem.
2120|Compra para industrialização, em venda à ordem, já recebida do vendedor remetente|Classificam-se neste código as compras de mercadorias a serem utilizadas em processo de industrialização, em vendas à ordem, já recebidas do vendedor remetente, por ordem do adquirente originário.
2121|Compra para comercialização, em venda à ordem, já recebida do vendedor remetente|Classificam-se neste código as compras de mercadorias a serem comercializadas, em vendas à ordem, já recebidas do vendedor remetente por ordem do adquirente originário.
